"claim_date","claim_amount","claim_id","product_id","car_id","customer_id","wdf__region_id"
2021-01-02,137.6018750000000000,b3c59ccf7cdc72f0ab259ff90fcc2309,"70de10d128c67576a6624d80d0ef7d58","8871a1dc58cf441ee33759a4e1262d03","9cbe5d4f6fd875f4090e3aec4bbe7119",ZH
2021-01-02,202.3993750000000000,fa43df2957e4fd9724e564ee1b10391f,"81cc4983c32386267d93611653c7cf8e","8b5b8cfcb25732c1079fa84f56297921",cc7eb2e2dea26b725bc8d54ad96f19bf,GE
2021-01-02,220.2012500000000000,df32b87b70d3588695eddeb64fa2fe61,be7050b2a5a7f9b14b3956aa49ff587d,af6441eb5d9123a6d7e493684c37d7d5,"70c0ae007eb40b324cc6677251230480",GE
2021-01-02,230.4850000000000000,"3ef213a7a6ac798c86bdf88d2a121332",ae24857e49b395232a759605d1afe8a9,"58343a1744ee1275cca391e4363c38dd",b035b3651730c053e7d367be078121b3,SO
2021-01-02,234.7306250000000000,"7541e2755198a6189bfcf9b0754aa266","2e0af2357d0f45257df24720321af971",a5e9f3f29c6f5c1a4a9180518972d357,"49e90d3447c4534dd17bfb7406bb0dae",LU
2021-01-02,235.2468750000000000,"24f6dd5877246ee92527df3c76507043","4fad66e5c832dee400e0c3acb00f08b1",a8548cf6e87a73752c0a74852531a6fb,"188c4ed85eb5f83192249d690b39f14a",TI
2021-01-02,241.2800000000000000,a588cab525fd7fa01c32006f380e92ba,"2e0af2357d0f45257df24720321af971","1e9053e2dcf10602846c16da779f4c82","99de8b124bf3713b7b945961f207e014",ZH
2021-01-02,247.4306250000000000,"5f28fce2a7432dccc72e2ce312800d8e","04176a436a7715d586489adb2a959f1a",b7311e75aa1a5bc297b34c9c883ae4b6,c6ad1a6da2777377a67e3aab3c9ecba1,NE
2021-01-02,248.6543750000000000,"0cfc4ac6e7b41b831ec2bce4cbb1c93b","2e0af2357d0f45257df24720321af971","59d5ff6d329eb608fed93306776bbc6c","83be0e898ecf86c8816cf8ada57e3f1b",ZH
2021-01-02,255.4325000000000000,"30b11a77308363046406049f08afc0c5","70de10d128c67576a6624d80d0ef7d58","57a9627c93bc81bf862f7e68c0231e4a",cb79ea76c23409f1dc77edc6a83bc494,SG
2021-01-02,277.3768750000000000,"1fc16fbd2ea27f5726535e85ff297fa3","70de10d128c67576a6624d80d0ef7d58","25b86bad18a2ca57cd3e3dd1be65ffc3",b31ff4b8dd3c2ac6b0b1f639df78e999,ZH
2021-01-02,294.0750000000000000,"7d3f4d0482b3e1d06f79c3e35cdeabc1","2e0af2357d0f45257df24720321af971","81ce6180e10979374a702d525ee24a35","2d70b3b3607c7dec0f49c6e9f62f9468",ZH
2021-01-02,321.1681250000000000,"8f9294654ff0eadbf61748f4fbb897c9","6014b13de73697dbbef73208cfa6a782",ef75bac9d4e87ba4135f687e91781a99,ddd6f0fdb6c8307e44b2d60a5573cdd9,ZH
2021-01-02,326.2675000000000000,"65afc6d151dd66e1709af7a21e8450f5","70de10d128c67576a6624d80d0ef7d58",d2fa901867bd6d17aaf6787ead939b00,ceb05502b4534a267d385dd931461032,TI
2021-01-02,330.7031250000000000,c7ab1a0a61b894ad1923d2d8cee63d7e,ffd553b97e978c87a950f5f27d3d8871,"5f0f07fef8e274867fcc2f2560ddcd08",cb22b49a1b4def0ac71769833792dbd0,SZ
2021-01-02,343.6600000000000000,"310e57eccb2e7a0f9cef9820d0fc6d69",efdebff6512bb3b4de7133eaafddd03e,"2103fb41a18b22353b046d71dab1ebf2","326cfac95c8568aee58aed3c0228ddfc",AG
2021-01-02,349.1625000000000000,"2b55ba7de36b64130fc399a42b83d586","79e040034c28bcfb52bd98abd08e3605",e92d3980e5db61eec98b23d007ce6288,c18da649418812f2997d3e72111a2e8e,ZH
2021-01-02,351.9512500000000000,c0309f6a74f683524459b5421f81c50f,"70de10d128c67576a6624d80d0ef7d58","536cbe4d49384ac3cf49c6c0d7c9984e",fb053e196cb01f16b9de6eeb9da6197b,TI
2021-01-02,366.2037500000000000,"62a5636331049f6d922721a32789743e","70de10d128c67576a6624d80d0ef7d58",e4577926165e8e7ab1b7e2e3c83ee0a8,"8a298453be2dbd26fe849e41e9ead2cd",ZH
2021-01-02,375.4225000000000000,f13a05b5448d02fc7efa4708659e5769,"2e0af2357d0f45257df24720321af971","2e241986a365b0ba652e51157db5f560","34e0a90d59df847a66201e2d47b5b479",ZH
2021-01-02,391.1600000000000000,e6a6b004a938b0b93227e1eba0439052,fe22db69cdd179a45ad2a7afed0cdeb7,"0fba018ef2bced59577d7c2f88ee6347","5a7a11bd4e1ff88324df9b79616b624e",VD
2021-01-02,402.0800000000000000,"429c5dc42f5568c1081e19b6135facb0",ae24857e49b395232a759605d1afe8a9,"976b72a88796e984e392327f65c6a221",bee091a4fff1946372f1bffc4c9b3ff5,ZH
2021-01-02,419.8306250000000000,"71fdc4a5e198f311c501ae5063bce356","67ab44583a0d64daaf2764970a33141c","0cfb701695a894d6f23e275a71cdcab1","7f2983514a4a2efe945c495b2252710a",TI
2021-01-03,185.4687500000000000,cc1e4695d344ac69a521d5622877201e,"04176a436a7715d586489adb2a959f1a","7974c387afd85c8d40d41febe735aa82","4f27d0afe97d8fe5f1cf8409a266b930",SG
2021-01-03,196.1706250000000000,a8d2e9fb014441f6423b3bed3aa6dd32,"2e0af2357d0f45257df24720321af971",a27ea91dee1f452f549558132f6a9ea9,cf5c5ac6f21a43f1c594b358e321b4ed,ZH
2021-01-03,197.7131250000000000,"92215120816982630222deb7d1019511","2e0af2357d0f45257df24720321af971",edbe7fb14dfad73dba61c84ac5a5c956,"89223acb732be2a4728a0ee2b67ecf5c",ZH
2021-01-03,227.8137500000000000,"332762be8b991cf89ff4fd1c26fe7914","4fad66e5c832dee400e0c3acb00f08b1","57af4a17bff7e22bd2d08c125966bdc7","9860a99f8ab14c990ce25d655ed0fb3e",GR
